x (m)		I/Io		mu_T
3.994		0.03728		2.39473
3.996		0.03724		3.04436
3.998		0.0372		0.602664
4		0.03718		2.58447
4.002		0.03715		0.78619
4.004		0.03712		0.850423
4.006		0.03708		0.494708
4.008		0.03701		0.586201
4.01		0.03694		0.767297
4.012		0.03689		3.04436
4.014		0.03687		2.39473
4.016		0.03684		0.676344
4.018		0.0368		4.95518
4.02		0.03676		7.07921
4.022		0.03671		0.767297
4.024		0.03664		1.53405
4.026		0.0366		0.827483
4.028		0.03657		2.39473
4.03		0.03653		1.06795
4.032		0.03647		0.522237
4.034		0.03641		2.58447
4.036		0.03635		0.499027
4.038		0.03626		0.676344
4.04		0.03621		0.874983
4.042		0.03616		14.879
4.044		0.03613		0.874983
4.046		0.03609		0.767297
4.048		0.03605		0.767297
4.05		0.036		3.64621
4.052		0.03594		0.676344
4.054		0.03588		3.32504
4.056		0.03585		1.45525
4.058		0.03578		0.827483
4.06		0.03575		4.01866
4.062		0.03573		0.78619
4.064		0.0357		0.631003
4.066		0.03565		3.64621
4.068		0.03557		0.850423
4.07		0.03554		0.749754
4.072		0.0355		1.384
4.074		0.03547		0.5638
4.076		0.03537		1.94375
4.078		0.03535		0.717638
4.08		0.0353		0.993465
4.082		0.03528		4.95518
4.084		0.0352		0.621017
4.086		0.03516		0.571087
4.088		0.03511		0.652324
4.09		0.03506		1.82446
4.092		0.035		1.31868
4.094		0.03498		2.79876
4.096		0.03493		1.31868
4.098		0.03487		0.676344
4.1		0.03484		1.45525
4.102		0.0348		1.31868
4.104		0.03477		0.874983
4.106		0.03469		0.663929
4.108		0.03466		0.930041
4.11		0.03463		1.02936
4.112		0.0346		0.749754
4.114		0.03459		0.689299
4.116		0.03453		1.1554
4.118		0.0345		2.07707
4.12		0.03446		0.749754
4.122		0.03442		0.676344
4.124		0.03436		0.594298
4.126		0.03431		2.07707
4.128		0.03425		2.39473
4.13		0.03418		0.503345
4.132		0.03416		6.24525
4.134		0.03412		0.767297
4.136		0.0341		0.827483
4.138		0.03406		0.78619
4.14		0.03401		1.53405
4.142		0.034		0.767297
4.144		0.03393		0.4661
4.146		0.03387		0.749754
4.148		0.03385		1.31868
4.15		0.03376		1.25958
4.152		0.03372		0.689299
4.154		0.03369		4.95518
4.156		0.03363		1.384
4.158		0.03358		0.507663
4.16		0.03355		3.04436
4.162		0.03352		0.930041
4.164		0.03352		3.32504
4.166		0.03349		0.663929
4.168		0.03347		0.767297
4.17		0.03345		0.550845
4.172		0.03343		0.663929
4.174		0.03339		0.631003
4.176		0.03332		2.22659
4.178		0.03326		0.806161
4.18		0.0332		2.58447
4.182		0.03313		8.07781
4.184		0.03309		2.07707
4.186		0.03305		1.31868
4.188		0.03301		0.631003
4.19		0.03298		0.602664
4.192		0.0329		0.483103
4.194		0.03286		1.02936
4.196		0.03285		0.827483
4.198		0.03281		1.1554
4.2		0.03277		0.5638
4.202		0.03273		2.22659
4.204		0.03271		0.874983
4.206		0.03265		0.486882
4.208		0.03258		0.993465
4.21		0.03254		1.20533
4.212		0.0325		2.58447
4.214		0.03244		4.95518
4.216		0.03243		0.767297
4.218		0.0324		0.652324
4.22		0.03237		2.39473
4.222		0.03233		2.07707
4.224		0.03229		0.993465
4.226		0.03225		0.806161
4.228		0.03221		4.95518
4.23		0.03214		0.652324
4.232		0.03209		0.652324
4.234		0.03205		2.58447
4.236		0.03203		1.71758
4.238		0.03198		0.469339
4.24		0.03194		0.517379
4.242		0.03192		1.20533
4.244		0.03189		0.663929
4.246		0.03181		4.95518
4.248		0.03179		0.676344
4.25		0.03178		0.749754
4.252		0.03176		0.703063
4.254		0.03172		1.62123
4.256		0.03169		0.850423
4.258		0.03166		0.602664
4.26		0.03161		0.78619
4.262		0.03156		0.578374
4.264		0.03152		0.78619
4.266		0.03148		0.850423
4.268		0.03143		2.22659
4.27		0.03139		1.62123
4.272		0.03133		1.384
4.274		0.03128		0.456924
4.276		0.03126		2.07707
4.278		0.03125		0.901433
4.28		0.03119		0.78619
4.282		0.03116		2.79876
4.284		0.03113		2.39473
4.286		0.03108		0.652324
4.288		0.03105		0.717638
4.29		0.03102		3.64621
4.292		0.03097		0.544638
4.294		0.03094		1.02936
4.296		0.0309		0.78619
4.298		0.03084		0.438571
4.3		0.03079		0.5387
4.302		0.03074		0.767297
4.304		0.0307		2.58447
4.306		0.03066		0.652324
4.308		0.03062		0.443699
4.31		0.0306		1.1554
4.312		0.03056		1.94375
4.314		0.0305		1.53405
4.316		0.03044		4.45049
4.318		0.03035		0.930041
4.32		0.03027		0.767297
4.322		0.03023		0.767297
4.324		0.03021		1.71758
4.326		0.03016		0.717638
4.328		0.03009		0.993465
4.33		0.03005		1.06795
4.332		0.03002		0.827483
4.334		0.02998		4.95518
4.336		0.02996		1.1554
4.338		0.02995		0.527635
4.34		0.02993		0.689299
4.342		0.0299		2.79876
4.344		0.02984		1.20533
4.346		0.02981		0.767297
4.348		0.02977		5.54624
4.35		0.02976		1.02936
4.352		0.02972		1.1554
4.354		0.02962		0.454225
4.356		0.02959		4.01866
4.358		0.02955		3.04436
4.36		0.02955		0.663929
4.362		0.02951		1.45525
4.364		0.02948		0.78619
4.366		0.02942		1.384
4.368		0.02939		0.621017
4.37		0.02935		1.62123
4.372		0.02934		1.25958
4.374		0.02933		1.1554
4.376		0.0293		1.02936
4.378		0.02926		4.45049
4.38		0.02919		0.767297
4.382		0.02918		1.25958
4.384		0.02916		0.717638
4.386		0.02913		0.621017
4.388		0.02911		0.901433
4.39		0.02909		1.384
4.392		0.02904		0.827483
4.394		0.02901		0.874983
4.396		0.02896		0.602664
4.398		0.02891		0.874983
4.4		0.02888		0.611571
4.402		0.02885		0.850423
4.404		0.02883		0.507663
4.406		0.02881		0.703063
4.408		0.02879		1.82446
4.41		0.02878		1.20533
4.412		0.02873		0.503345
4.414		0.02871		0.960539
4.416		0.02866		1.25958
4.418		0.02862		1.25958
4.42		0.02858		1.82446
4.422		0.02852		0.850423
4.424		0.02848		0.611571
4.426		0.02846		2.22659
4.428		0.02844		0.78619
4.43		0.02841		2.79876
4.432		0.02837		0.527635
4.434		0.0283		0.930041
4.436		0.02824		3.04436
4.438		0.0282		0.993465
4.44		0.02816		0.602664
4.442		0.02813		0.663929
4.444		0.02809		0.456924
4.446		0.02807		2.58447
4.448		0.02804		1.20533
4.45		0.02801		1.53405
4.452		0.02798		0.611571
4.454		0.02794		2.07707
4.456		0.02788		3.64621
4.458		0.02786		1.53405
4.46		0.02782		1.82446
4.462		0.02779		0.850423
4.464		0.02773		1.94375
4.466		0.02773		0.78619
4.468		0.02769		0.652324
4.47		0.02767		1.20533
4.472		0.02762		0.717638
4.474		0.02757		0.459893
4.476		0.02752		1.10979
4.478		0.02749		0.652324
4.48		0.02746		0.827483
4.482		0.02745		0.621017
4.484		0.0274		0.557053
4.486		0.02735		4.95518
4.488		0.02733		0.827483
4.49		0.0273		3.64621
4.492		0.02727		0.663929
4.494		0.02724		0.533033
4.496		0.02722		3.04436
4.498		0.02718		1.45525
4.5		0.02714		0.631003
4.502		0.02712		1.82446
4.504		0.0271		1.62123
4.506		0.02705		1.53405
4.508		0.02698		0.993465
4.51		0.02695		0.767297
4.512		0.02694		1.20533
4.514		0.02692		1.384
4.516		0.02689		0.767297
4.518		0.02682		2.22659
4.52		0.0268		3.04436
4.522		0.02677		1.384
4.524		0.0267		0.631003
4.526		0.02662		0.641259
4.528		0.02662		0.652324
4.53		0.02658		0.533033
4.532		0.02655		1.53405
4.534		0.02652		0.4661
4.536		0.02649		0.901433
4.538		0.02645		1.06795
4.54		0.02644		1.20533
4.542		0.02641		0.517379
4.544		0.02634		1.53405
4.546		0.02629		0.652324
4.548		0.02627		0.703063
4.55		0.02627		0.641259
4.552		0.02626		2.22659
4.554		0.02625		2.79876
4.556		0.02621		1.10979
4.558		0.02619		3.32504
4.56		0.02618		1.45525
4.562		0.02615		1.53405
4.564		0.02615		0.767297
4.566		0.02613		3.04436
4.568		0.02611		0.631003
4.57		0.02604		0.767297
4.572		0.02601		4.45049
4.574		0.02595		0.930041
4.576		0.02593		1.02936
4.578		0.02586		0.767297
4.58		0.02581		0.517379
4.582		0.02577		1.10979
4.584		0.02571		0.631003
4.586		0.02568		1.02936
4.588		0.02566		6.24525
4.59		0.02561		3.04436
4.592		0.02561		4.45049
4.594		0.02557		1.31868
4.596		0.02553		0.663929
4.598		0.02551		1.02936
4.6		0.02549		2.58447
4.602		0.02547		0.874983
4.604		0.02544		0.631003
4.606		0.02541		1.1554
4.608		0.02537		3.64621
4.61		0.02535		1.20533
4.612		0.02534		2.22659
4.614		0.02529		3.04436
4.616		0.02528		4.01866
4.618		0.02526		0.749754
4.62		0.02523		1.10979
4.622		0.0252		1.94375
4.624		0.02517		0.767297
4.626		0.02514		1.02936
4.628		0.0251		0.652324
4.63		0.02508		1.25958
4.632		0.02505		0.499027
4.634		0.025		1.10979
4.636		0.02499		1.45525
4.638		0.02498		0.874983
4.64		0.02496		0.522237
4.642		0.02495		4.45049
4.644		0.02492		0.494708
4.646		0.02484		0.993465
4.648		0.0248		0.676344
4.65		0.02477		2.07707
4.652		0.02475		0.436412
4.654		0.02474		0.652324
4.656		0.0247		1.82446
4.658		0.02468		0.767297
4.66		0.02465		1.45525
4.662		0.02463		0.827483
4.664		0.02461		0.586201
4.666		0.02457		4.01866
4.668		0.02453		1.384
4.67		0.0245		2.39473
4.672		0.02447		2.79876
4.674		0.02445		3.32504
4.676		0.02443		2.07707
4.678		0.0244		0.703063
4.68		0.02437		0.78619
4.682		0.02434		0.806161
4.684		0.02429		4.01866
4.686		0.02428		0.827483
4.688		0.02425		2.58447
4.69		0.0242		2.58447
4.692		0.02416		2.22659
4.694		0.0241		0.78619
4.696		0.02406		5.54624
4.698		0.02402		2.58447
4.7		0.02401		0.631003
4.702		0.02395		1.20533
4.704		0.02392		0.850423
4.706		0.0239		2.79876
4.708		0.02386		0.689299
4.71		0.02384		1.71758
4.712		0.0238		0.611571
4.714		0.02376		0.767297
4.716		0.02375		0.733291
4.718		0.02374		1.53405
4.72		0.02369		0.733291
4.722		0.02364		1.384
4.724		0.02362		0.641259
4.726		0.02357		4.45049
4.728		0.02355		1.82446
4.73		0.02353		0.749754
4.732		0.02348		1.53405
4.734		0.02345		0.663929
4.736		0.02341		0.767297
4.738		0.02338		0.767297
4.74		0.02335		1.10979
4.742		0.02332		0.78619
4.744		0.02328		1.53405
4.746		0.02324		0.993465
4.748		0.02324		2.79876
4.75		0.02321		1.02936
4.752		0.02321		7.07921
4.754		0.02317		0.767297
4.756		0.02314		1.53405
4.758		0.02311		1.1554
4.76		0.02308		2.39473
4.762		0.02306		1.1554
4.764		0.02305		0.767297
4.766		0.02302		0.930041
4.768		0.02299		0.621017
4.77		0.02291		0.641259
4.772		0.02291		0.479595
4.774		0.02288		2.07707
4.776		0.02285		0.78619
4.778		0.02281		2.58447
4.78		0.02279		0.527635
4.782		0.02276		0.806161
4.784		0.02275		1.82446
4.786		0.02273		0.850423
4.788		0.02269		0.767297
4.79		0.02265		2.58447
4.792		0.0226		0.663929
4.794		0.02258		0.5638
4.796		0.02255		1.384
4.798		0.02251		0.486882
4.8		0.02249		0.733291
4.802		0.02247		1.25958
4.804		0.02244		1.94375
4.806		0.0224		1.25958
4.808		0.02238		0.733291
4.81		0.02236		1.20533
4.812		0.02232		0.578374
4.814		0.02229		0.621017
4.816		0.02226		1.20533
4.818		0.0222		4.01866
4.82		0.02216		8.07781
4.822		0.02213		0.78619
4.824		0.02212		0.806161
4.826		0.02211		0.767297
4.828		0.02208		1.384
4.83		0.02203		3.32504
4.832		0.02201		4.95518
4.834		0.02198		2.22659
4.836		0.02195		0.479595
4.838		0.02193		2.22659
4.84		0.0219		0.486882
4.842		0.02187		0.652324
4.844		0.02186		1.20533
4.846		0.02184		0.901433
4.848		0.0218		0.631003
4.85		0.0218		1.25958
4.852		0.02178		2.22659
4.854		0.02174		2.07707
4.856		0.02169		1.20533
4.858		0.02163		0.5387
4.86		0.02161		3.32504
4.862		0.0216		2.79876
4.864		0.02158		1.53405
4.866		0.02158		1.384
4.868		0.02157		0.676344
4.87		0.02154		1.20533
4.872		0.02146		0.827483
4.874		0.02145		0.703063
4.876		0.02143		2.39473
4.878		0.02139		4.45049
4.88		0.02138		0.652324
4.882		0.02137		0.441
4.884		0.02135		1.31868
4.886		0.02132		1.1554
4.888		0.02128		1.82446
4.89		0.02126		0.469339
4.892		0.02123		2.79876
4.894		0.02118		0.901433
4.896		0.02117		0.806161
4.898		0.02113		0.733291
4.9		0.02113		1.384
4.902		0.02109		1.06795
4.904		0.02107		0.557053
4.906		0.02102		0.767297
4.908		0.021		0.641259
4.91		0.02097		0.850423
4.912		0.02094		1.25958
4.914		0.02088		1.02936
4.916		0.02086		4.95518
4.918		0.02084		0.767297
4.92		0.0208		0.901433
4.922		0.02078		6.24525
4.924		0.02075		2.58447
4.926		0.02072		6.24525
4.928		0.02069		0.456924
4.93		0.02063		1.25958
4.932		0.02059		0.479595
4.934		0.02057		0.689299
4.936		0.02055		0.507663
4.938		0.02052		0.930041
4.94		0.02048		0.901433
4.942		0.02043		4.01866
4.944		0.02041		0.652324
4.946		0.02038		1.71758
4.948		0.02035		0.641259
4.95		0.02032		0.78619
4.952		0.02031		1.71758
4.954		0.02028		0.621017
4.956		0.02024		3.04436
4.958		0.0202		1.45525
4.96		0.02019		2.39473
4.962		0.02017		0.602664
4.964		0.02014		0.544638
4.966		0.02012		0.641259
4.968		0.02006		0.472577
4.97		0.02003		0.767297
4.972		0.02001		1.20533
4.974		0.01997		1.10979
4.976		0.01997		1.10979
4.978		0.01996		1.53405
4.98		0.01995		1.06795
4.982		0.01992		0.717638
4.984		0.0199		0.703063
4.986		0.01987		1.62123
4.988		0.01986		0.703063
4.99		0.01984		3.32504
4.992		0.01983		0.663929
4.994		0.0198		0.767297
4.996		0.01979		1.71758
4.998		0.01977		1.06795
5		0.01974		1.45525
5.002		0.01972		1.06795
5.004		0.01971		3.64621
5.006		0.0197		3.64621
5.008		0.01968		1.02936
5.01		0.01966		0.767297
5.012		0.01963		0.874983
5.014		0.01958		1.1554
5.016		0.01957		0.717638
5.018		0.01951		2.07707
5.02		0.0195		2.79876
5.022		0.01945		0.806161
5.024		0.01944		0.767297
5.026		0.01941		1.94375
5.028		0.01939		0.448827
5.03		0.01937		0.476086
5.032		0.01934		1.1554
5.034		0.01934		0.993465
5.036		0.01932		0.827483
5.038		0.01931		1.71758
5.04		0.01927		0.767297
5.042		0.01924		0.767297
5.044		0.0192		0.767297
5.046		0.01919		1.82446
5.048		0.01919		4.45049
5.05		0.01915		2.39473
5.052		0.01914		8.07781
5.054		0.01913		1.53405
5.056		0.01908		0.850423
5.058		0.01907		0.993465
5.06		0.01906		0.544638
5.062		0.01902		3.04436
5.064		0.01898		0.578374
5.066		0.01897		1.25958
5.068		0.01894		4.45049
5.07		0.01893		0.930041
5.072		0.0189		1.62123
5.074		0.0189		0.5638
5.076		0.0189		4.01866
5.078		0.01889		4.01866
5.08		0.01886		1.53405
5.082		0.01883		0.960539
5.084		0.01879		0.469339
5.086		0.01877		0.767297
5.088		0.01875		0.78619
5.09		0.01873		0.960539
5.092		0.0187		0.550845
5.094		0.01868		2.79876
5.096		0.01865		0.960539
5.098		0.01865		4.95518
5.1		0.01862		3.32504
5.102		0.0186		3.32504
5.104		0.01857		1.53405
5.106		0.01853		0.749754
5.108		0.01851		0.827483
5.11		0.01847		3.32504
5.112		0.01844		0.594298
5.114		0.0184		0.901433
5.116		0.01837		0.631003
5.118		0.01834		1.1554
5.12		0.01831		0.652324
5.122		0.01827		0.901433
5.124		0.01823		5.54624
5.126		0.01822		0.733291
5.128		0.01822		0.578374
5.13		0.01818		0.527635
5.132		0.01814		0.611571
5.134		0.01808		1.06795
5.136		0.01807		3.32504
5.138		0.01804		0.586201
5.14		0.01802		1.06795
5.142		0.018		0.960539
5.144		0.018		1.45525
5.146		0.01799		0.767297
5.148		0.01799		0.827483
5.15		0.01797		1.82446
5.152		0.01796		2.07707
5.154		0.01793		1.71758
5.156		0.01791		1.384
5.158		0.01787		4.45049
5.16		0.01786		0.631003
5.162		0.01781		1.20533
5.164		0.01776		2.79876
5.166		0.01774		4.01866
5.168		0.01772		1.94375
5.17		0.01771		0.49066
5.172		0.01768		0.874983
5.174		0.01765		0.749754
5.176		0.01764		1.10979
5.178		0.01761		0.703063
5.18		0.0176		0.733291
5.182		0.0176		2.58447
5.184		0.01757		0.993465
5.186		0.01756		0.641259
5.188		0.01755		1.06795
5.19		0.01754		1.31868
5.192		0.01752		0.733291
5.194		0.01752		0.586201
5.196		0.01752		0.717638
5.198		0.0175		0.78619
5.2		0.01749		1.20533
5.202		0.01744		9.28961
5.204		0.01741		4.01866
5.206		0.01735		1.31868
5.208		0.01732		0.517379
5.21		0.01731		0.749754
5.212		0.0173		0.652324
5.214		0.01728		0.448827
5.216		0.01727		1.94375
5.218		0.01726		2.39473
5.22		0.01724		0.749754
5.222		0.0172		0.454225
5.224		0.01717		0.557053
5.226		0.01712		1.06795
5.228		0.01711		0.78619
5.23		0.01708		0.483103
5.232		0.01704		3.32504
5.234		0.01701		0.767297
5.236		0.01701		0.550845
5.238		0.01697		1.384
5.24		0.01693		2.58447
5.242		0.01692		0.930041
5.244		0.0169		0.901433
5.246		0.01686		0.733291
5.248		0.01685		4.95518
5.25		0.01681		0.749754
5.252		0.0168		1.71758
5.254		0.01678		0.78619
5.256		0.01675		0.652324
5.258		0.01675		7.07921
5.26		0.01672		0.78619
5.262		0.01671		2.07707
5.264		0.01671		6.24525
5.266		0.01671		0.507663
5.268		0.0167		0.767297
5.27		0.01669		0.479595
5.272		0.01669		0.454225
5.274		0.01666		0.503345
5.276		0.01664		0.676344
5.278		0.01661		6.24525
5.28		0.01657		1.82446
5.282		0.01654		0.733291
5.284		0.01653		0.78619
5.286		0.01653		0.78619
5.288		0.01651		1.94375
5.29		0.01649		2.79876
5.292		0.01647		2.22659
5.294		0.01645		1.02936
5.296		0.01644		2.22659
5.298		0.01643		0.703063
5.3		0.01638		1.71758
5.302		0.01635		2.58447
5.304		0.01634		2.39473
5.306		0.01633		2.07707
5.308		0.01632		0.960539
5.31		0.01632		0.611571
5.312		0.0163		0.5387
5.314		0.01628		0.717638
5.316		0.01621		0.527635
5.318		0.01621		0.5387
5.32		0.01619		0.717638
5.322		0.01616		1.02936
5.324		0.01615		3.32504
5.326		0.01615		1.02936
5.328		0.01614		1.53405
5.33		0.01613		0.689299
5.332		0.01609		0.594298
5.334		0.01606		0.652324
5.336		0.01606		10.7686
5.338		0.01605		0.767297
5.34		0.01602		4.95518
5.342		0.01599		1.31868
5.344		0.01597		0.901433
5.346		0.01593		2.07707
5.348		0.01592		0.663929
5.35		0.0159		1.94375
5.352		0.01586		0.631003
5.354		0.01586		2.39473
5.356		0.01585		3.64621
5.358		0.01584		0.469339
5.36		0.01583		0.874983
5.362		0.01577		0.850423
5.364		0.01576		0.689299
5.366		0.01575		0.806161
5.368		0.01574		0.850423
5.37		0.01572		0.594298
5.372		0.0157		0.641259
5.374		0.01568		2.22659
5.376		0.01567		0.594298
5.378		0.01565		0.571087
5.38		0.01564		0.733291
5.382		0.01564		0.78619
5.384		0.0156		0.749754
5.386		0.01559		3.04436
5.388		0.01556		1.82446
5.39		0.01556		0.767297
5.392		0.01554		3.32504
5.394		0.01554		0.767297
5.396		0.01553		1.20533
5.398		0.01549		1.71758
5.4		0.01549		0.689299
5.402		0.01546		1.25958
5.404		0.01544		4.95518
5.406		0.01542		1.82446
5.408		0.01538		2.22659
5.41		0.01536		2.39473
5.412		0.01531		0.499027
5.414		0.01529		1.31868
5.416		0.01528		0.631003
5.418		0.01528		0.703063
5.42		0.01527		0.767297
5.422		0.01526		0.703063
5.424		0.01525		2.39473
5.426		0.01523		1.1554
5.428		0.01522		1.94375
5.43		0.01519		1.1554
5.432		0.01517		1.82446
5.434		0.01516		1.10979
5.436		0.0151		0.459893
5.438		0.01509		1.20533
5.44		0.01506		1.71758
5.442		0.01504		0.456924
5.444		0.01503		1.31868
5.446		0.01503		2.22659
5.448		0.01501		0.522237
5.45		0.01499		0.550845
5.452		0.01498		2.07707
5.454		0.01498		3.04436
5.456		0.01497		8.07781
5.458		0.01497		1.82446
5.46		0.01497		1.06795
5.462		0.01494		0.507663
5.464		0.01489		0.503345
5.466		0.01488		1.62123
5.468		0.01487		0.733291
5.47		0.01486		1.10979
5.472		0.01483		1.31868
5.474		0.01479		1.62123
5.476		0.01479		0.827483
5.478		0.01475		0.78619
5.48		0.01471		0.494708
5.482		0.0147		0.930041
5.484		0.01469		0.930041
5.486		0.01467		3.32504
5.488		0.01467		0.550845
5.49		0.01465		0.733291
5.492		0.01464		0.993465
5.494		0.01464		0.586201
5.496		0.01463		0.594298
5.498		0.0146		0.571087
5.5		0.01459		9.28961
5.502		0.01456		1.71758
5.504		0.01456		1.53405
5.506		0.01454		0.78619
5.508		0.01452		0.503345
5.51		0.0145		0.517379
5.512		0.01449		0.438571
5.514		0.01446		3.32504
5.516		0.01445		0.494708
5.518		0.01443		14.879
5.52		0.01442		4.01866
5.522		0.01442		0.602664
5.524		0.0144		0.5387
5.526		0.01439		7.07921
5.528		0.01439		1.82446
5.53		0.01439		1.06795
5.532		0.01438		2.07707
5.534		0.01436		0.652324
5.536		0.01434		2.22659
5.538		0.01429		2.79876
5.54		0.01426		0.550845
5.542		0.01426		2.22659
5.544		0.01426		2.58447
5.546		0.01423		0.767297
5.548		0.01421		4.01866
5.55		0.01417		0.850423
5.552		0.01413		4.01866
5.554		0.0141		0.767297
5.556		0.01409		5.54624
5.558		0.01407		2.07707
5.56		0.01407		4.01866
5.562		0.01404		0.483103
5.564		0.01403		0.827483
5.566		0.01401		0.806161
5.568		0.01397		0.676344
5.57		0.01394		0.767297
5.572		0.01393		2.39473
5.574		0.01391		1.94375
5.576		0.01391		0.767297
5.578		0.01384		1.82446
5.58		0.01382		0.594298
5.582		0.0138		0.960539
5.584		0.01378		1.94375
5.586		0.01377		1.94375
5.588		0.01375		1.71758
5.59		0.01372		1.384
5.592		0.01371		0.641259
5.594		0.01369		1.62123
5.596		0.01368		1.384
5.598		0.01368		0.586201
5.6		0.01368		1.82446
5.602		0.01366		0.806161
5.604		0.01364		1.53405
5.606		0.01361		4.95518
5.608		0.01358		0.676344
5.61		0.01355		0.533033
5.612		0.01355		3.04436
5.614		0.01351		1.10979
5.616		0.01349		1.31868
5.618		0.01346		6.24525
5.62		0.01343		0.960539
5.622		0.01343		0.767297
5.624		0.01342		1.02936
5.626		0.01341		1.1554
5.628		0.0134		3.04436
5.63		0.01337		2.39473
5.632		0.01336		1.62123
5.634		0.01336		1.31868
5.636		0.01335		0.557053
5.638		0.01335		0.960539
5.64		0.01335		0.767297
5.642		0.01334		2.58447
5.644		0.01331		0.472577
5.646		0.01329		0.641259
5.648		0.01329		2.07707
5.65		0.01329		3.04436
5.652		0.01328		4.01866
5.654		0.01326		2.39473
5.656		0.01326		0.767297
5.658		0.01324		4.01866
5.66		0.01324		0.663929
5.662		0.01322		0.901433
5.664		0.01322		0.767297
5.666		0.01321		1.384
5.668		0.01316		1.20533
5.67		0.01313		1.25958
5.672		0.01312		1.62123
5.674		0.01311		3.64621
5.676		0.01309		1.82446
5.678		0.01308		0.767297
5.68		0.01307		4.45049
5.682		0.01305		1.62123
5.684		0.01305		4.01866
5.686		0.01303		0.663929
5.688		0.01301		4.95518
5.69		0.01299		1.45525
5.692		0.01296		1.06795
5.694		0.01293		2.07707
5.696		0.01292		0.472577
5.698		0.01291		0.930041
5.7		0.01291		0.594298
5.702		0.01287		1.45525
5.704		0.01282		1.53405
5.706		0.01281		0.930041
5.708		0.0128		0.827483
5.71		0.0128		0.602664
5.712		0.01279		0.517379
5.714		0.01278		4.45049
5.716		0.01274		1.10979
5.718		0.01274		1.82446
5.72		0.01273		0.503345
5.722		0.01271		1.94375
5.724		0.01267		3.04436
5.726		0.01262		2.79876
5.728		0.01261		1.71758
5.73		0.01259		0.571087
5.732		0.01258		2.39473
5.734		0.01254		0.550845
5.736		0.01251		1.62123
5.738		0.01251		1.25958
5.74		0.01249		1.10979
5.742		0.01249		0.586201
5.744		0.01247		0.930041
5.746		0.01246		2.79876
5.748		0.01245		3.64621
5.75		0.01244		1.20533
5.752		0.01244		0.960539
5.754		0.01242		2.39473
5.756		0.01239		0.874983
5.758		0.01239		0.641259
5.76		0.01239		1.45525
5.762		0.01237		1.31868
5.764		0.01236		2.79876
5.766		0.01235		5.54624
5.768		0.01233		1.71758
5.77		0.01232		2.39473
5.772		0.01232		1.10979
5.774		0.01231		10.7686
5.776		0.0123		0.767297
5.778		0.0123		0.652324
5.78		0.01228		0.930041
5.782		0.01223		0.441
5.784		0.01222		0.663929
5.786		0.01221		0.767297
5.788		0.01217		0.901433
5.79		0.01215		1.62123
5.792		0.01215		1.1554
5.794		0.01215		0.930041
5.796		0.01214		0.507663
5.798		0.01212		2.22659
5.8		0.01211		1.384
5.802		0.01209		1.82446
5.804		0.01208		2.79876
5.806		0.01203		2.58447
5.808		0.01201		7.07921
5.81		0.012		7.07921
5.812		0.01196		0.717638
5.814		0.01196		2.79876
5.816		0.01196		0.717638
5.818		0.01196		0.703063
5.82		0.01195		1.82446
5.822		0.01194		4.95518
5.824		0.01191		0.621017
5.826		0.01191		1.31868
5.828		0.01189		1.62123
5.83		0.01188		1.71758
5.832		0.01186		2.07707
5.834		0.01186		3.04436
5.836		0.01186		1.45525
5.838		0.01184		0.733291
5.84		0.01182		1.02936
5.842		0.0118		0.49066
5.844		0.01178		0.767297
5.846		0.01177		0.602664
5.848		0.01176		0.479595
5.85		0.01174		0.641259
5.852		0.01174		0.652324
5.854		0.01173		1.31868
5.856		0.01172		1.71758
5.858		0.01171		0.733291
5.86		0.01169		1.10979
5.862		0.01169		2.39473
5.864		0.01169		1.71758
5.866		0.01169		2.39473
5.868		0.01167		1.45525
5.87		0.01167		0.594298
5.872		0.01164		0.993465
5.874		0.01163		3.04436
5.876		0.01163		1.82446
5.878		0.01163		1.82446
5.88		0.01162		0.459893
5.882		0.01161		0.827483
5.884		0.01159		2.22659
5.886		0.01159		4.95518
5.888		0.01156		1.82446
5.89		0.01154		8.07781
5.892		0.01153		1.02936
5.894		0.01153		3.04436
5.896		0.01152		1.94375
5.898		0.0115		2.39473
5.9		0.01149		0.578374
5.902		0.01148		0.78619
5.904		0.01148		3.04436
5.906		0.01148		0.733291
5.908		0.01147		1.62123
5.91		0.01147		2.58447
5.912		0.01145		4.95518
5.914		0.01144		2.79876
5.916		0.01144		2.58447
5.918		0.01143		4.01866
5.92		0.01142		2.07707
5.922		0.01142		0.901433
5.924		0.01141		2.07707
5.926		0.01137		1.31868
5.928		0.01136		2.79876
5.93		0.01136		0.993465
5.932		0.01135		1.71758
5.934		0.01135		0.733291
5.936		0.01134		1.10979
5.938		0.01134		5.54624
5.94		0.01133		1.94375
5.942		0.01132		1.45525
5.944		0.01129		8.07781
5.946		0.01125		0.499027
5.948		0.01123		1.384
5.95		0.0112		1.53405
5.952		0.01118		6.24525
5.954		0.01116		0.960539
5.956		0.01114		0.557053
5.958		0.0111		2.79876
5.96		0.0111		0.874983
5.962		0.0111		1.384
5.964		0.01109		2.39473
5.966		0.01108		0.767297
5.968		0.01105		1.94375
5.97		0.01103		1.62123
5.972		0.01101		0.767297
5.974		0.01099		1.02936
5.976		0.01097		0.960539
5.978		0.01096		0.652324
5.98		0.01094		0.806161
5.982		0.01092		3.04436
5.984		0.0109		0.652324
5.986		0.0109		2.39473
5.988		0.01088		0.767297
5.99		0.01086		0.850423
5.992		0.01083		1.62123
5.994		0.01082		0.717638
